match_id,team,opponent,venue,first_half_rate,second_half_rate,league
3825707,Granada,Las Palmas,Away,0.7543859649122807,0.5087719298245614,La Liga
3825705,Eibar,Sporting Gijón,Home,0.8979591836734694,0.9454545454545454,La Liga
3825705,Sporting Gijón,Eibar,Away,0.3770491803278688,0.6274509803921569,La Liga
3825711,Rayo Vallecano,Atlético Madrid,Home,0.6078431372549019,0.7192982456140351,La Liga
3825711,Atlético Madrid,Rayo Vallecano,Away,1.1666666666666667,0.7358490566037735,La Liga
3825703,Athletic Club,Levante UD,Home,1.434782608695652,1.5178571428571428,La Liga
3825703,Levante UD,Athletic Club,Away,0.8620689655172413,0.6666666666666666,La Liga
3825700,Real Madrid,Rayo Vallecano,Home,0.8148148148148148,1.105263157894737,La Liga
3825700,Rayo Vallecano,Real Madrid,Away,0.6470588235294118,0.48936170212765956,La Liga
3825701,Málaga,Atlético Madrid,Home,0.9166666666666666,0.8846153846153846,La Liga
3825701,Atlético Madrid,Málaga,Away,0.75,0.6842105263157895,La Liga
3825702,Real Sociedad,Villarreal,Home,0.8367346938775511,0.7272727272727273,La Liga
3825702,Villarreal,Real Sociedad,Away,0.6101694915254238,0.3333333333333333,La Liga
3825704,Granada,Celta Vigo,Home,1.0545454545454545,0.7391304347826086,La Liga
3825704,Celta Vigo,Granada,Away,0.4230769230769231,0.7192982456140351,La Liga
3825891,Espanyol,Las Palmas,Home,1.2264150943396226,1.0851063829787233,La Liga
3825891,Las Palmas,Espanyol,Away,1.0,0.8222222222222222,La Liga
3825699,Real Betis,Sevilla,Home,1.1176470588235294,1.0545454545454545,La Liga
3825699,Sevilla,Real Betis,Away,0.48936170212765956,0.7560975609756098,La Liga
3825697,Valencia,Getafe,Home,1.1304347826086956,0.9791666666666666,La Liga
3825697,Getafe,Valencia,Away,0.5636363636363636,0.7,La Liga
3825698,RC Deportivo La Coruña,Eibar,Home,0.4888888888888889,0.30952380952380953,La Liga
3825698,Eibar,RC Deportivo La Coruña,Away,1.1395348837209303,0.6851851851851852,La Liga
3825694,Eibar,Valencia,Home,0.6956521739130435,0.5964912280701754,La Liga
3825694,Valencia,Eibar,Away,0.8571428571428571,0.6666666666666666,La Liga
3825693,Atlético Madrid,Athletic Club,Home,0.8260869565217391,0.7678571428571429,La Liga
3825693,Athletic Club,Atlético Madrid,Away,0.4861111111111111,0.6666666666666666,La Liga
3825696,Rayo Vallecano,Málaga,Home,0.5272727272727272,0.375,La Liga
3825696,Málaga,Rayo Vallecano,Away,0.44642857142857145,0.6206896551724138,La Liga
3825695,Villarreal,Real Madrid,Home,0.42857142857142855,0.2,La Liga
3825695,Real Madrid,Villarreal,Away,1.186046511627907,1.1428571428571428,La Liga
3825689,Celta Vigo,Espanyol,Home,1.0232558139534884,0.58,La Liga
3825689,Espanyol,Celta Vigo,Away,0.8596491228070176,1.2093023255813953,La Liga
3825690,Las Palmas,Real Betis,Home,0.9111111111111111,0.7254901960784313,La Liga
3825690,Real Betis,Las Palmas,Away,0.19117647058823528,0.3888888888888889,La Liga
3825692,Sevilla,Sporting Gijón,Home,1.0,1.4,La Liga
3825692,Sporting Gijón,Sevilla,Away,0.625,0.46938775510204084,La Liga
3825691,Levante UD,Granada,Home,0.7741935483870968,0.7936507936507936,La Liga
3825691,Granada,Levante UD,Away,0.9636363636363636,0.8103448275862069,La Liga
3825688,Getafe,Real Sociedad,Home,0.3125,0.7619047619047619,La Liga
3825688,Real Sociedad,Getafe,Away,0.6491228070175439,0.5531914893617021,La Liga
3825687,Espanyol,Levante UD,Home,0.6086956521739131,0.5106382978723404,La Liga
3825687,Levante UD,Espanyol,Away,1.0535714285714286,0.9387755102040817,La Liga
3825683,Real Sociedad,Eibar,Home,0.6111111111111112,0.5,La Liga
3825683,Eibar,Real Sociedad,Away,0.9803921568627451,1.3018867924528301,La Liga
3825686,Athletic Club,Málaga,Home,1.186046511627907,0.8666666666666667,La Liga
3825686,Málaga,Athletic Club,Away,0.7446808510638298,0.7169811320754716,La Liga
3825684,Villarreal,Rayo Vallecano,Home,0.9272727272727272,0.9454545454545454,La Liga
3825684,Rayo Vallecano,Villarreal,Away,0.9629629629629629,0.9090909090909091,La Liga
3825681,Real Madrid,Getafe,Home,0.58,0.7894736842105263,La Liga
3825681,Getafe,Real Madrid,Away,0.8,0.813953488372093,La Liga
3825682,Granada,Atlético Madrid,Home,0.5681818181818182,1.02,La Liga
3825682,Atlético Madrid,Granada,Away,1.06,0.8837209302325582,La Liga
3825680,RC Deportivo La Coruña,Sevilla,Home,0.9807692307692307,0.5892857142857143,La Liga
3825680,Sevilla,RC Deportivo La Coruña,Away,0.6222222222222222,0.5,La Liga
3825677,Sevilla,Valencia,Home,1.0465116279069768,1.3725490196078431,La Liga
3825677,Valencia,Sevilla,Away,0.5882352941176471,0.5,La Liga
3825675,Rayo Vallecano,Athletic Club,Home,0.6521739130434783,0.7380952380952381,La Liga
3825675,Athletic Club,Rayo Vallecano,Away,0.8939393939393939,1.0,La Liga
3825676,Getafe,Villarreal,Home,0.7843137254901961,0.9019607843137255,La Liga
